_path,_write_ts,ts,cause,analyzer_kind,analyzer_name,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,failure_reason
analyzer,2018-03-24T17:15:20.996652Z,2018-03-24T17:15:20.996652Z,violation,protocol,RDP,Cz42gh4WBZ1FjQ6Y6j,10.164.94.120,43863,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.007184Z,2018-03-24T17:15:21.007184Z,violation,protocol,HTTP,CRarNY3ZAy5SqdESRe,10.164.94.120,33749,10.47.3.200,8000,not a http request line
analyzer,2018-03-24T17:15:21.012030Z,2018-03-24T17:15:21.012030Z,violation,protocol,RDP,CyIFHY2ftU7MjMWzb8,10.164.94.120,38871,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.028025Z,2018-03-24T17:15:21.028025Z,violation,protocol,RDP,CStQZg2ef8eYQREnC2,10.164.94.120,34379,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.043923Z,2018-03-24T17:15:21.043923Z,violation,protocol,RDP,CfIzja3L3Pl2emSsg2,10.164.94.120,35807,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.060541Z,2018-03-24T17:15:21.060541Z,violation,protocol,RDP,CYshgOi4w9STuMxs3,10.164.94.120,46533,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.080436Z,2018-03-24T17:15:21.080436Z,violation,protocol,RDP,CjupghoAwFcey7rg9,10.164.94.120,32911,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.097845Z,2018-03-24T17:15:21.097845Z,violation,protocol,RDP,CwtxWz1gqzhCwMvrI5,10.164.94.120,40069,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.116914Z,2018-03-24T17:15:21.116914Z,violation,protocol,RDP,Cs6gHW23ZQV2e8O5Vh,10.164.94.120,43245,10.47.8.208,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.119330Z,2018-03-24T17:15:21.119330Z,violation,protocol,RDP,CWMNjK1oPPH5XK4ck6,10.164.94.120,39609,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.125256Z,2018-03-24T17:15:21.125256Z,violation,protocol,RDP,CUNEQh2Phj3JpdGLK,10.164.94.120,39481,10.47.3.10,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.126892Z,2018-03-24T17:15:21.126892Z,violation,protocol,RDP,CkZxw121DbnofeKh86,10.164.94.120,35337,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.155638Z,2018-03-24T17:15:21.155638Z,violation,protocol,HTTP,C8pPAS1MvRUZRkBO18,10.164.94.120,36171,10.47.8.218,80,not a http request line
analyzer,2018-03-24T17:15:21.160542Z,2018-03-24T17:15:21.160542Z,violation,protocol,RDP,CTZKrw16DdE449o4n,10.164.94.120,33339,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.170331Z,2018-03-24T17:15:21.170331Z,violation,protocol,RDP,CFBybb1amhpc2bikD2,10.164.94.120,35735,10.47.8.151,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.170690Z,2018-03-24T17:15:21.170690Z,violation,protocol,HTTP,C8pPAS1MvRUZRkBO18,10.164.94.120,36171,10.47.8.218,80,not a http request line
analyzer,2018-03-24T17:15:21.186832Z,2018-03-24T17:15:21.186832Z,violation,protocol,RDP,CGsnOl1ofJO1FviGA,10.164.94.120,42447,10.47.8.151,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.188551Z,2018-03-24T17:15:21.188551Z,violation,protocol,RDP,Cf21f03qJyHdQM0Gk5,10.164.94.120,38985,10.47.24.170,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.189163Z,2018-03-24T17:15:21.189163Z,violation,protocol,RDP,CRN0aC15odVD7ZhHb,10.164.94.120,45957,10.47.3.150,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.206001Z,2018-03-24T17:15:21.206001Z,violation,protocol,RDP,CmNrTN3Xa29Ol1NTQ1,10.164.94.120,42283,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.218038Z,2018-03-24T17:15:21.218038Z,violation,protocol,RDP,CyEX7d2BuP29Q1iCtg,10.164.94.120,41547,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.229483Z,2018-03-24T17:15:21.229483Z,violation,protocol,RDP,ClviHp2vQSeFhL6luc,10.164.94.120,38569,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.230699Z,2018-03-24T17:15:21.230699Z,violation,protocol,RDP,C9lxpg1Nr7Wf50jfc6,10.164.94.120,37271,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.234441Z,2018-03-24T17:15:21.234441Z,violation,protocol,RDP,CBJOFn4AxzTaQnKa45,10.164.94.120,40095,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.239596Z,2018-03-24T17:15:21.239596Z,violation,protocol,RDP,C25CF62VrMUj1ZCOA2,10.164.94.120,40411,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.243018Z,2018-03-24T17:15:21.243018Z,violation,protocol,RDP,ChX7RZ1goGwVoris28,10.164.94.120,42091,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.246735Z,2018-03-24T17:15:21.246735Z,violation,protocol,RDP,Cu7Gy03YjR2hT421u9,10.164.94.120,42029,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.251279Z,2018-03-24T17:15:21.251279Z,violation,protocol,RDP,CeQeHw2x9XLRNat3n9,10.164.94.120,42953,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.255682Z,2018-03-24T17:15:21.255682Z,violation,protocol,RDP,ChCYKa16GW3u5j3LOb,10.164.94.120,45887,10.47.21.25,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.257730Z,2018-03-24T17:15:21.257730Z,violation,protocol,RDP,CMwJl820SlYyy434c8,10.164.94.120,39681,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.262662Z,2018-03-24T17:15:21.262662Z,violation,protocol,RDP,CImpxegHXfWn8Zv06,10.164.94.120,44303,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.267225Z,2018-03-24T17:15:21.267225Z,violation,protocol,RDP,C4wMpXoWlenTSGqQb,10.164.94.120,43635,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.272072Z,2018-03-24T17:15:21.272072Z,violation,protocol,RDP,CCqE44BwE3i6vUO1a,10.164.94.120,34803,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.277888Z,2018-03-24T17:15:21.277888Z,violation,protocol,RDP,CAE4iPkD0ups2TTu9,10.164.94.120,32857,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.282851Z,2018-03-24T17:15:21.282851Z,violation,protocol,RDP,C9znNb4C1Su3jNvyN2,10.164.94.120,41517,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.287942Z,2018-03-24T17:15:21.287942Z,violation,protocol,RDP,Czl6Ay2Mme51OKvPhl,10.164.94.120,42037,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.294534Z,2018-03-24T17:15:21.294534Z,violation,protocol,RDP,Cqw2Mb42IMdryXVMI3,10.164.94.120,37081,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.299568Z,2018-03-24T17:15:21.299568Z,violation,protocol,RDP,Cz1vjq3GaBwbEk8z28,10.164.94.120,42277,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.315315Z,2018-03-24T17:15:21.315315Z,violation,protocol,RDP,CUEnxZ1uqfT5qMgtN8,10.164.94.120,43769,10.47.3.153,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.317134Z,2018-03-24T17:15:21.317134Z,violation,protocol,RDP,Ck4kvc3gRuGgYXzbAh,10.164.94.120,33933,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.322433Z,2018-03-24T17:15:21.322433Z,violation,protocol,RDP,CD8pW9b3tLn2RW5Dd,10.164.94.120,35271,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.327843Z,2018-03-24T17:15:21.327843Z,violation,protocol,RDP,C9Ub521toiUfioNbR2,10.164.94.120,44647,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.331642Z,2018-03-24T17:15:21.331642Z,violation,protocol,RDP,C7kB6r3SMzG4306sTc,10.164.94.120,43323,10.47.8.10,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.335372Z,2018-03-24T17:15:21.335372Z,violation,protocol,RDP,CNAAtY2Nbox3ENXN4b,10.164.94.120,38197,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.348503Z,2018-03-24T17:15:21.348503Z,violation,protocol,RDP,CpOHH7i7nkI4W9d0a,10.164.94.120,40635,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.357227Z,2018-03-24T17:15:21.357227Z,violation,protocol,RDP,C8EbJfIEdBQlhSUBa,10.164.94.120,38909,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
analyzer,2018-03-24T17:15:21.362051Z,2018-03-24T17:15:21.362051Z,violation,protocol,RDP,C8PSLt4iRB8atWzJQk,10.164.94.120,35643,10.47.3.155,3389,"Binpac exception: binpac exception: string mismatch at /usr/src/packages/BUILD/src/analyzer/protocol/rdp/rdp-protocol.pac:81: 
expected pattern: ""Cookie: mstshash\=""
actual data: ""\x01"""
